Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Column_28
1999,6,185,MIN,Talance Sawyer,DE,23,2003,0,0,2,13,13,39,0,0,0,0,0,0,0,0,0,0,0,64,1,11.0,UNLV,College Stats
1999,6,186,TEN,Darran Hall,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Colorado St.,College Stats
1999,6,187,CLE,Kendall Ogle,LB,23,1999,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Maryland,College Stats
1999,6,188,OAK,Daren Yancey,DT,,,0,0,0,,,,,,,,,,,,,,,,,,BYU,
1999,6,189,NYG,Lyle West,DB,22,2003,0,0,0,4,2,51,0,0,0,0,0,0,0,0,0,0,0,48,,,San Jose St.,College Stats
1999,6,190,ARI,Coby Rhinehart,DB,22,2003,0,0,0,6,6,61,0,0,0,0,0,0,0,0,0,0,0,71,2,,SMU,College Stats
1999,6,191,CLE,James Dearth,TE,23,2009,0,0,0,0,0,146,0,0,0,0,0,0,0,0,3,10,1,17,,,Tarleton St.,
1999,6,192,MIA,Brent Bartholomew,P,22,2000,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,,,Ohio St.,College Stats
1999,6,193,DAL,MarTay Jenkins,WR,24,2002,0,0,0,11,,40,0,0,0,0,0,7,6,0,70,987,4,23,,,Nebraska-Omaha,
1999,6,194,BUF,Armon Hatcher,DB,23,2000,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,4,,,Oregon St.,College Stats
1999,6,195,TAM,Lamarr Glenn,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats
1999,6,196,GNB,Dee Miller,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.,College Stats
1999,6,197,NYJ,J.P. Machado,G,23,2003,0,0,1,11,11,69,0,0,0,0,0,0,0,0,0,0,0,1,,,Illinois,College Stats
1999,6,198,ATL,Jeff Kelly,LB,23,2002,0,0,0,5,5,29,0,0,0,0,0,0,0,0,0,0,0,51,,,Kansas St.,College Stats
1999,6,199,MIN,Antico Dalton,LB,23,2000,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,,Hampton,
1999,6,200,ATL,Eric Thigpen,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Iowa,College Stats
1999,6,201,PHI,Troy Smith,WR,22,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,,,,East Carolina,College Stats
1999,6,202,ARI,Melvin Bradley,LB,23,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
1999,6,203,GNB,Scott Curry,T,23,1999,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Montana,
1999,6,204,DEN,Chad Plummer,WR,23,2000,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati,College Stats
1999,6,205,NYG,Andre Weathers,DB,23,2000,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,14,1,,Michigan,College Stats
1999,6,206,ARI,Dennis McKinley,FB,22,2002,0,0,0,0,0,58,0,0,0,0,0,1,1,0,4,27,0,21,,,Mississippi St.,College Stats
1999,7,207,CLE,Madre Hill,RB,23,2002,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,,,Arkansas,College Stats
1999,7,208,PHI,Jed Weaver,TE,23,2004,0,0,2,11,1,90,0,0,0,0,0,0,0,0,88,1090,6,5,,,Oregon,College Stats
1999,7,209,CIN,Tony Coats,G,,,0,0,0,,,,,,,,,,,,,,,,,,Washington,
1999,7,210,IND,Hunter Smith,P,22,2010,0,0,0,20,19,182,1,3,35,1,1,4,42,2,0,0,0,9,,,Notre Dame,College Stats
1999,7,211,CAR,Tony Booth,DB,,,0,0,0,,,,,,,,,,,,,,,,,,James Madison,
1999,7,212,GNB,Chris Akins,DB,22,2003,0,0,0,4,1,61,0,0,0,0,0,0,0,0,0,0,0,63,,,Ark-Pine Bluff,
1999,7,213,GNB,Donald Driver,WR,24,2012,0,4,10,76,76,205,0,0,0,0,0,34,217,1,743,10137,61,4,,,Alcorn St.,
1999,7,214,PIT,Antonio Dingle,DT,22,1999,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,2,,,Virginia,
1999,7,215,DET,Mike Pringley,DE,23,2000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,5,,1.5,North Carolina,
1999,7,216,BAL,Anthony Poindexter,DB,23,2000,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,3,,,Virginia,College Stats
1999,7,217,WAS,Tim Alexander,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Oregon St.,College Stats
1999,7,218,DEN,Billy Miller,TE,22,2008,0,0,0,18,1,114,0,0,0,0,0,0,0,0,200,2248,10,18,,,USC,College Stats
1999,7,219,PIT,Chad Kelsay,LB,22,1999,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Nebraska,College Stats
1999,7,220,KAN,Eric King,G,,,0,0,0,,,,,,,,,,,,,,,,,,Richmond,
1999,7,221,CHI,Sulecio Sanford,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Middle Tenn. St.,
1999,7,222,TEN,Phil Glover,LB,23,2000,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,7,,,Utah,College Stats
1999,7,223,NYJ,Ryan Young,T,23,2003,0,0,3,21,16,67,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas St.,
1999,7,224,OAK,JoJuan Armour,DB,23,2002,0,0,2,9,,38,0,0,0,0,0,0,0,0,0,0,0,78,,,Miami (OH),College Stats
1999,7,225,NYG,Ryan Hale,DT,24,2000,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,14,,,Arkansas,
1999,7,226,TAM,Robert Hunt,G,,,0,0,0,,,,,,,,,,,,,,,,,,Virginia,
1999,7,227,NWE,Michael Bishop,QB,23,2000,0,0,0,0,0,8,3,9,80,1,1,7,-1,0,0,0,0,,,,Kansas St.,College Stats
1999,7,228,PIT,Kris Brown,K,22,2010,0,0,0,26,8,179,0,0,0,0,0,2,10,0,0,0,0,17,,,Nebraska,College Stats
1999,7,229,DAL,Mike Lucky,TE,23,2002,0,0,0,1,1,46,0,0,0,0,0,0,0,0,19,143,1,,,,Arizona,College Stats
1999,7,230,BUF,Sheldon Jackson,TE,23,2001,0,0,1,0,0,45,0,0,0,0,0,0,0,0,10,71,2,4,,,Nebraska,College Stats
1999,7,231,NYG,O.J. Childress,LB,22,1999,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,Clemson,
1999,7,232,MIA,Jermaine Haley,DT,26,2004,0,0,0,12,8,62,0,0,0,0,0,0,0,0,0,0,0,59,1,3.5,Butte JC (CA),
1999,7,233,TAM,Autry Denson,RB,22,2002,0,0,0,3,,34,0,0,0,0,0,62,212,0,18,133,0,12,,,Notre Dame,College Stats
1999,7,234,SFO,Kory Minor,LB,22,2002,0,0,0,3,,30,0,0,0,0,0,0,0,0,0,0,0,32,,,Notre Dame,College Stats
1999,7,235,NYJ,J.J. Syvrud,LB,22,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Jamestown,
1999,7,236,MIN,Noel Scarlett,DT,25,2000,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Langston,
1999,7,237,ATL,Todd McClure,C,22,2012,0,0,13,72,72,198,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,
1999,7,238,DEN,Justin Swift,TE,24,2002,0,0,0,2,,49,0,0,0,0,0,0,0,0,22,137,1,3,,,Kansas St.,College Stats
1999,7,239,ARI,Chris Greisen,QB,23,2000,0,0,0,0,0,5,7,16,69,1,0,1,1,0,0,0,0,,,,NW Missouri St.,
1999,7,240,TAM,Darnell McDonald,WR,23,1999,0,0,0,1,1,8,0,0,0,0,0,0,0,0,9,96,1,,,,Kansas St.,College Stats
1999,7,241,NWE,Sean Morey,WR,23,2009,0,1,0,1,0,109,0,0,0,0,0,1,13,0,11,168,0,81,,,Brown,
1999,7,242,JAX,Dee Moronkola,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Washington St.,College Stats
1999,7,243,DAL,Kelvin Garmon,G,22,2004,0,0,3,19,7,52,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,
1999,7,244,MIA,Joe Wong,G,23,2003,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,BYU,
1999,7,245,CIN,Scott Covington,QB,23,2002,0,0,0,0,0,4,6,10,30,0,0,2,-4,0,0,0,0,,,,Miami (FL),College Stats
1999,7,246,JAX,Chris White,DE,22,2000,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,,,,Southern,
1999,7,247,ATL,Rondel Menendez,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Eastern Kentucky,
1999,7,248,BUF,Bryce Fisher,DE,22,2007,0,0,3,26,2,91,0,0,0,0,0,0,0,0,0,0,0,174,,26.5,Air Force,College Stats
1999,7,249,CIN,Donald Broomfield,DT,,,0,0,0,,,,,,,,,,,,,,,,,,Clemson,
1999,7,250,IND,Corey Terry,LB,23,2000,0,0,0,1,,15,0,0,0,0,0,0,0,0,0,0,0,8,,,Tennessee,
1999,7,251,PHI,Pernell Davis,DT,23,1999,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Ala-Birmingham,
1999,7,252,STL,Rodney Williams,P,22,2001,0,0,0,3,,15,0,0,0,0,0,2,16,0,0,0,0,2,,,Georgia Tech,College Stats
1999,7,253,CHI,Jim Finn,FB,22,2006,0,0,4,4,,106,0,0,0,0,0,11,30,0,60,423,1,28,,,Pennsylvania,
